index,countryCode,countryName,cityCode,urbanAgglomeration,latitude,longitude,radius,yearMotorway,yearHST
453,156,China,20686,Taizhou Jiangsu,32.494536,119.902861,NA,NA,NA
455,156,China,20687,Tangshan Hebei,39.628484,118.179931,NA,NA,NA
456,156,China,23907,Tengzhou,35.084539,117.162387,NA,NA,NA
457,156,China,20689,Tianjin,39.108842,117.18862,NA,NA,NA
458,156,China,20690,Tianmen,30.653449,113.160506,NA,NA,NA
459,156,China,20691,Tianshui,34.580929,105.723718,NA,NA,NA
460,156,China,20694,Tieling,42.29306,123.84139,NA,NA,NA
461,156,China,23815,Tongcheng,31.053789,116.95557,NA,NA,NA
462,156,China,20695,Tongchuan,34.8988,108.95056,NA,NA,NA
463,156,China,20696,Tonghua,41.720071,125.928089,NA,NA,NA
464,156,China,20698,Tongliao,43.6125,122.26528,NA,NA,NA
465,156,China,20699,Tongling,30.936306,117.810916,NA,NA,NA
466,156,China,23814,Tongxiang,30.629604,120.55359,NA,NA,NA
467,156,China,20704,Ürümqi (Wulumqi),43.82532,87.603835,NA,NA,NA
468,156,China,23813,Wafangdian,39.626683,121.994937,NA,NA,NA
469,156,China,20706,Weifang,36.71,119.10194,NA,NA,NA
470,156,China,20707,Weihai,37.50167,122.11361,NA,NA,NA
471,156,China,23812,Weinan,34.50355,109.50891,NA,NA,NA
472,156,China,23810,Wenling,28.375791,121.378138,NA,NA,NA
473,156,China,20710,Wenzhou,27.99942,120.66682,NA,NA,NA
474,156,China,23807,Wuchuan,21.431015,110.776222,NA,NA,NA
475,156,China,20711,Wuhai,39.66472,106.81222,NA,NA,NA
476,156,China,20712,Wuhan,30.58333,114.26667,NA,NA,NA
477,156,China,20713,Wuhu Anhui,31.333557,118.381175,NA,NA,NA
478,156,China,23801,Wuwei,37.925127,102.633659,NA,NA,NA
479,156,China,20715,Wuxi Jiangsu,31.536681,120.298556,NA,NA,NA
480,156,China,20719,Wuzhou,23.483239,111.274132,NA,NA,NA
482,156,China,20721,Xi'an Shaanxi,34.289413,108.940242,NA,NA,NA
481,156,China,20720,Xiamen,24.47979,118.08187,NA,NA,NA
483,156,China,23800,Xiangcheng,33.444151,114.898161,NA,NA,NA
484,156,China,20723,Xiangtan Hunan,27.828265,112.926952,NA,NA,NA
485,156,China,205932,Xiangyang,32.008764,112.144038,NA,NA,NA
486,156,China,20725,Xianning,29.835577,114.330269,NA,NA,NA
487,156,China,20726,Xiantao,30.371768,113.448402,NA,NA,NA
488,156,China,20727,Xianyang Shaanxi,34.338637,108.701548,NA,NA,NA
